accession,file_accession,file_type,file_format,file_size,output_category,output_type,target,investigated_as,nucleic_acid_term,assay,treatment_id,treatment,treatment_amount,treatment_amount_unit,treatment_duration,treatment_duration_unit,treatment_temperature,treatment_temperature_unit,treatment_notes,biosample_id,biosample_type,biosample_name,dataset_biosample_summary,dataset_description,replicate_libraries,replicate_antibody,antibody_target,antibody_characterization,antibody_caption,organism,dataset_type,assembly,status,controls,controlled_by,lab,run_type,read_length,paired_end,paired_with,platform,href,biological_replicates,biological_replicate_number,technical_replicate_number,replicate_list,technical_replicates,project,dataset,dbxrefs,superseded_by,file_status,submitted_by,library,derived_from,file_format_type,file_format_specifications,genome_annotation,external_accession,date_released,biosample_ontology,md5sum
ENCSR000ELW,ENCFF414MBW,bam,bam,1.62 Gb,alignment,alignments,NA,NA,DNA,DNase-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS858LUL/,cell line,A549,A549,DNase-seq and DGF on human A549,ENCLB400ZZZ,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF414MBW/@@download/ENCFF414MBW.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000ELW/,NA,NA,released,Jason Hilton,NA,/files/ENCFF288DXQ/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,4fd6052a084aa79c17ba82b3b0cc2de6
ENCSR000ELW,ENCFF798MMO,bam,bam,1.63 Gb,alignment,alignments,NA,NA,DNA,DNase-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS858LUL/,cell line,A549,A549,DNase-seq and DGF on human A549,ENCLB400ZZZ,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,NA,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF798MMO/@@download/ENCFF798MMO.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000ELW/,NA,NA,released,Jason Hilton,NA,/files/ENCFF207IJL/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,a0e9276a91a4fd7f3a6c738a100d1d2c
ENCSR000ELW,ENCFF845JNV,bam,bam,13.44 Gb,alignment,alignments,NA,NA,DNA,DNase-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS163AAA/,cell line,A549,A549,DNase-seq and DGF on human A549,ENCLB401ZZZ,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,NA,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF845JNV/@@download/ENCFF845JNV.bam,1,NA,NA,NA,1_7,ENCODE,/experiments/ENCSR000ELW/,NA,NA,released,Jason Hilton,NA,/files/ENCFF861UXY/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,fcabc2bf48d9dfd4afe827b6d19a22ae
ENCSR005CRY,ENCFF242HOG,bam,bam,809 Mb,alignment,alignments,Control,control,DNA,ChIP-seq,/treatments/0fe5a9e3-095c-492e-81f5-980593bc1d71/,dexamethasone,100,nM,12,hour,NA,NA,NA,/biosamples/ENCBS794TLJ/,cell line,A549,A549 treated with 100 nM dexamethasone for 12 hours,Control ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 12 hours.,ENCLB899CGR,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF242HOG/@@download/ENCFF242HOG.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR005CRY/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF712VIW/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,765b9037994d735a19c5715dd62b09cc
ENCSR005CRY,ENCFF853VDT,bam,bam,622.3 Mb,alignment,alignments,Control,control,DNA,ChIP-seq,/treatments/0fe5a9e3-095c-492e-81f5-980593bc1d71/,dexamethasone,100,nM,12,hour,NA,NA,NA,/biosamples/ENCBS579YWF/,cell line,A549,A549 treated with 100 nM dexamethasone for 12 hours,Control ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 12 hours.,ENCLB414LJG,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF853VDT/@@download/ENCFF853VDT.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR005CRY/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF149USB/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,4768bc6bc65b31ddb0c6ebea18310ad4
ENCSR005CRY,ENCFF636KDT,bam,bam,710.1 Mb,alignment,alignments,Control,control,DNA,ChIP-seq,/treatments/0fe5a9e3-095c-492e-81f5-980593bc1d71/,dexamethasone,100,nM,12,hour,NA,NA,NA,/biosamples/ENCBS574IVR/,cell line,A549,A549 treated with 100 nM dexamethasone for 12 hours,Control ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 12 hours.,ENCLB385LFU,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,NA,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF636KDT/@@download/ENCFF636KDT.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR005CRY/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF769JUL/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,dc63d77d5d795f87857132c267f33177
ENCSR013KHB,ENCFF643OWX,bam,bam,594.8 Mb,alignment,alignments,BCL3,transcription factor,DNA,ChIP-seq,/treatments/8e36df43-840f-4076-a1b7-e892910b861c/,dexamethasone,100,nM,30,minute,NA,NA,NA,/biosamples/ENCBS312TVA/,cell line,A549,A549 treated with 100 nM dexamethasone for 30 minutes,BCL3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0.5 hours.,ENCLB136DQQ,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR467GRT,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF643OWX/@@download/ENCFF643OWX.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR013KHB/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF298UTN/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,e27ff8d5c175ad76d21dac0b9be81270
ENCSR013KHB,ENCFF406ITW,bam,bam,695.3 Mb,alignment,alignments,BCL3,transcription factor,DNA,ChIP-seq,/treatments/8e36df43-840f-4076-a1b7-e892910b861c/,dexamethasone,100,nM,30,minute,NA,NA,NA,/biosamples/ENCBS340RXI/,cell line,A549,A549 treated with 100 nM dexamethasone for 30 minutes,BCL3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0.5 hours.,ENCLB939QOL,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR467GRT,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF406ITW/@@download/ENCFF406ITW.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR013KHB/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF673GDH/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,f18de297d4979f325cb91ad1250aba8b
ENCSR013KHB,ENCFF309VTL,bam,bam,748.8 Mb,alignment,alignments,BCL3,transcription factor,DNA,ChIP-seq,/treatments/8e36df43-840f-4076-a1b7-e892910b861c/,dexamethasone,100,nM,30,minute,NA,NA,NA,/biosamples/ENCBS364GKY/,cell line,A549,A549 treated with 100 nM dexamethasone for 30 minutes,BCL3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0.5 hours.,ENCLB166LNY,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR467GRT,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF309VTL/@@download/ENCFF309VTL.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR013KHB/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF338GDW/,NA,NA,NA,NA,2016-10-27,/biosample-types/cell_line_EFO_0001086/,14d54b471455a5f3b13b61a4a39d06ba
ENCSR013RTF,ENCFF212TEM,bam,bam,1.85 Gb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/7ca7ee90-da48-4287-b820-ad58c86cc130/,dexamethasone,100,nM,10,hour,NA,NA,NA,/biosamples/ENCBS844JPS/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 hours.,ENCLB154QAU,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR310TYO,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF212TEM/@@download/ENCFF212TEM.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR013RTF/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF739HUA/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,7b834e64557d1c8f7e52ef16eba0dc3e
ENCSR013RTF,ENCFF960RHJ,bam,bam,991.6 Mb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/7ca7ee90-da48-4287-b820-ad58c86cc130/,dexamethasone,100,nM,10,hour,NA,NA,NA,/biosamples/ENCBS933PFW/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 hours.,ENCLB534SDI,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR310TYO,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF960RHJ/@@download/ENCFF960RHJ.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR013RTF/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF175TUJ/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,42c6844b10ab55b1f6dad009cbe5d5ec
ENCSR013RTF,ENCFF492RUO,bam,bam,914.5 Mb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/7ca7ee90-da48-4287-b820-ad58c86cc130/,dexamethasone,100,nM,10,hour,NA,NA,NA,/biosamples/ENCBS734NQI/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 hours.,ENCLB078RTZ,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR310TYO,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF492RUO/@@download/ENCFF492RUO.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR013RTF/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF407SLZ/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,fa9a7d1d8c099a3835fc86f1c7a204b0
ENCSR016PSC,ENCFF744KJQ,bam,bam,1.3 Gb,alignment,alignments,H3K4me2,histone; narrow histone mark,DNA,ChIP-seq,/treatments/4c2bc6b0-26ce-41a4-8e42-e838877b2a72/,dexamethasone,100,nM,7,hour,NA,NA,NA,/biosamples/ENCBS747KQQ/,cell line,A549,A549 treated with 100 nM dexamethasone for 7 hours,H3K4me2 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 7 hours.,ENCLB058EMR,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR317VER,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF744KJQ/@@download/ENCFF744KJQ.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR016PSC/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF567QVH/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,c5a68e233b2124c6dcf4a0365948063e
ENCSR016PSC,ENCFF981YVW,bam,bam,1.03 Gb,alignment,alignments,H3K4me2,histone; narrow histone mark,DNA,ChIP-seq,/treatments/4c2bc6b0-26ce-41a4-8e42-e838877b2a72/,dexamethasone,100,nM,7,hour,NA,NA,NA,/biosamples/ENCBS979STP/,cell line,A549,A549 treated with 100 nM dexamethasone for 7 hours,H3K4me2 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 7 hours.,ENCLB898RLD,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR317VER,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF981YVW/@@download/ENCFF981YVW.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR016PSC/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF127GQH/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,fb472ecc670aa943def9c3c308745bed
ENCSR016PSC,ENCFF018SQY,bam,bam,1.05 Gb,alignment,alignments,H3K4me2,histone; narrow histone mark,DNA,ChIP-seq,/treatments/4c2bc6b0-26ce-41a4-8e42-e838877b2a72/,dexamethasone,100,nM,7,hour,NA,NA,NA,/biosamples/ENCBS163NSQ/,cell line,A549,A549 treated with 100 nM dexamethasone for 7 hours,H3K4me2 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 7 hours.,ENCLB505LJO,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR317VER,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF018SQY/@@download/ENCFF018SQY.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR016PSC/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF324LWV/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,e5e82f0ede8725237df519d6ee89268e
ENCSR022WVP,ENCFF867LTW,bam,bam,818.6 Mb,alignment,alignments,JUN,transcription factor,DNA,ChIP-seq,/treatments/2e12913b-63c3-402d-8863-fd369985b321/,dexamethasone,100,nM,10,minute,NA,NA,NA,/biosamples/ENCBS049TTA/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 minutes,cJun ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 mins.,ENCLB570USV,ENCAB085XKX,JUN-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR204GMP,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF867LTW/@@download/ENCFF867LTW.bam,3,3,1,ce375a68-b875-4630-beb2-62a979248963,3_1,GGR,/experiments/ENCSR022WVP/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB570USV/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF585ETL/,NA,NA,NA,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,f65bd16f241c3a4ee3d8f750bef9c833
ENCSR022WVP,ENCFF431LJM,bam,bam,913.1 Mb,alignment,alignments,JUN,transcription factor,DNA,ChIP-seq,/treatments/2e12913b-63c3-402d-8863-fd369985b321/,dexamethasone,100,nM,10,minute,NA,NA,NA,/biosamples/ENCBS998DSH/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 minutes,cJun ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 mins.,ENCLB754RHL,ENCAB085XKX,JUN-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR204GMP,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF431LJM/@@download/ENCFF431LJM.bam,2,2,1,3f1be3ca-a3c3-48b0-8ded-6213102ffe84,2_1,GGR,/experiments/ENCSR022WVP/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB754RHL/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF936QAQ/,NA,NA,NA,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,0d21ebf4d49e73fd994ac685b9b9a6c4
ENCSR022WVP,ENCFF783BSN,bam,bam,734.6 Mb,alignment,alignments,JUN,transcription factor,DNA,ChIP-seq,/treatments/2e12913b-63c3-402d-8863-fd369985b321/,dexamethasone,100,nM,10,minute,NA,NA,NA,/biosamples/ENCBS491KZL/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 minutes,cJun ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 mins.,ENCLB900XJY,ENCAB085XKX,JUN-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR204GMP,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF783BSN/@@download/ENCFF783BSN.bam,1,1,1,cdac9bf7-5ede-4db8-927f-8ac2f120a598,1_1,GGR,/experiments/ENCSR022WVP/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB900XJY/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF932JST/,NA,NA,NA,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,9e47bbb304a1c532d4fbd9c7e736e402
ENCSR027BPE,ENCFF274BXU,bam,bam,1.02 Gb,alignment,alignments,H3K27ac,histone; narrow histone mark,DNA,ChIP-seq,/treatments/2e12913b-63c3-402d-8863-fd369985b321/,dexamethasone,100,nM,10,minute,NA,NA,NA,/biosamples/ENCBS777YGA/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 minutes,H3K27ac ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 mins.,ENCLB314FTV,ENCAB037IXK,H3K27ac-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR204GMP,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF274BXU/@@download/ENCFF274BXU.bam,3,3,1,b14985d5-4688-412e-8854-8284ee4e09e6,3_1,GGR,/experiments/ENCSR027BPE/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB314FTV/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF893QTX/,NA,NA,NA,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,c724f1097a4cf9d3928c4be8ed7e6e34
ENCSR027BPE,ENCFF769KGU,bam,bam,802.7 Mb,alignment,alignments,H3K27ac,histone; narrow histone mark,DNA,ChIP-seq,/treatments/2e12913b-63c3-402d-8863-fd369985b321/,dexamethasone,100,nM,10,minute,NA,NA,NA,/biosamples/ENCBS287PYF/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 minutes,H3K27ac ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 mins.,ENCLB301FSU,ENCAB037IXK,H3K27ac-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR204GMP,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF769KGU/@@download/ENCFF769KGU.bam,2,2,1,44450720-c71b-4c65-96e8-c5523320529c,2_1,GGR,/experiments/ENCSR027BPE/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB301FSU/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF868OXZ/,NA,NA,NA,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,bb577f1c19be5bbd7dc7a99112000a32
ENCSR027BPE,ENCFF728NYI,bam,bam,3.41 Gb,alignment,alignments,H3K27ac,histone; narrow histone mark,DNA,ChIP-seq,/treatments/2e12913b-63c3-402d-8863-fd369985b321/,dexamethasone,100,nM,10,minute,NA,NA,NA,/biosamples/ENCBS653LWC/,cell line,A549,A549 treated with 100 nM dexamethasone for 10 minutes,H3K27ac ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 10 mins.,ENCLB577BAE,ENCAB037IXK,H3K27ac-human,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR204GMP,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF728NYI/@@download/ENCFF728NYI.bam,1,1,1,caa23162-9a25-4e0c-bfb7-246cce4725b7,1_1,GGR,/experiments/ENCSR027BPE/,NA,NA,released,Alejandro Barrera,/libraries/ENCLB577BAE/,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF127TTO/,NA,NA,NA,NA,2017-10-19,/biosample-types/cell_line_EFO_0001086/,e8379479016377ddcf555406752cc7ce
ENCSR032SCO,ENCFF217MHW,bam,bam,836.1 Mb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/6f39866e-55a5-4d81-8ced-5d91b37545d8/,dexamethasone,100,nM,6,hour,NA,NA,NA,/biosamples/ENCBS792THF/,cell line,A549,A549 treated with 100 nM dexamethasone for 6 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 6 hours.,ENCLB375RCT,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR887SZF,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF217MHW/@@download/ENCFF217MHW.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR032SCO/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF379VLY/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,54a90f8761e0e1cf0021eb1510272260
ENCSR032SCO,ENCFF489TVV,bam,bam,1.46 Gb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/6f39866e-55a5-4d81-8ced-5d91b37545d8/,dexamethasone,100,nM,6,hour,NA,NA,NA,/biosamples/ENCBS599ALV/,cell line,A549,A549 treated with 100 nM dexamethasone for 6 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 6 hours.,ENCLB694EEF,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR887SZF,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF489TVV/@@download/ENCFF489TVV.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR032SCO/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF987TRV/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,e0fd31d45e434ccd0aa1310d42c7a760
ENCSR032SCO,ENCFF851CJF,bam,bam,1.04 Gb,alignment,alignments,H3K9me3,histone; broad histone mark,DNA,ChIP-seq,/treatments/6f39866e-55a5-4d81-8ced-5d91b37545d8/,dexamethasone,100,nM,6,hour,NA,NA,NA,/biosamples/ENCBS431FWG/,cell line,A549,A549 treated with 100 nM dexamethasone for 6 hours,H3K9me3 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 6 hours.,ENCLB606QTY,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR887SZF,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF851CJF/@@download/ENCFF851CJF.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR032SCO/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF060NVG/,NA,NA,NA,NA,2016-07-21,/biosample-types/cell_line_EFO_0001086/,8fc7dfa25313eaf0456ec9ecd54f5eed
ENCSR035OXA,ENCFF810IXF,bam,bam,671.2 Mb,alignment,alignments,CTCF,transcription factor; RNA binding protein,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS714GDR/,cell line,A549,A549,CTCF ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0 hours.,ENCLB080NHN,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR139PCE,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF810IXF/@@download/ENCFF810IXF.bam,1,NA,NA,NA,1_1,GGR,/experiments/ENCSR035OXA/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF057RFO/,NA,NA,NA,NA,2016-12-20,/biosample-types/cell_line_EFO_0001086/,a249e3975734cd676d6d4cdf904abf3e
ENCSR035OXA,ENCFF774IBY,bam,bam,665.3 Mb,alignment,alignments,CTCF,transcription factor; RNA binding protein,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS218EVW/,cell line,A549,A549,CTCF ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0 hours.,ENCLB141HAE,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR139PCE,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF774IBY/@@download/ENCFF774IBY.bam,2,NA,NA,NA,2_1,GGR,/experiments/ENCSR035OXA/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF990FHA/,NA,NA,NA,NA,2016-12-20,/biosample-types/cell_line_EFO_0001086/,9cc9e4a53aea2b23b8862eb454d6f4f1
ENCSR035OXA,ENCFF713UMA,bam,bam,665.6 Mb,alignment,alignments,CTCF,transcription factor; RNA binding protein,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS633XBY/,cell line,A549,A549,CTCF ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0 hours.,ENCLB471GQJ,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR139PCE,NA,"Tim Reddy, Duke",NA,NA,NA,NA,NA,/files/ENCFF713UMA/@@download/ENCFF713UMA.bam,3,NA,NA,NA,3_1,GGR,/experiments/ENCSR035OXA/,NA,NA,released,Ian McDowell,NA,/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/; /files/ENCFF220FIN/; /files/ENCFF331SPC/,NA,NA,NA,NA,2016-12-20,/biosample-types/cell_line_EFO_0001086/,617898ba3a377303b203a9618e1298dc
